MGI.symbol,rowname,Ins.1787,Ins.1788
Mroh5,ENSMUSG00000072487,6,22
Ndufb4c,ENSMUSG00000083380,0,0
Gm6569,ENSMUSG00000086361,8,3
Gm7935,ENSMUSG00000075609,0,1
Gm15387,ENSMUSG00000082585,0,0
Adgrb1,ENSMUSG00000034730,2157,3130
Mroh4,ENSMUSG00000022603,0,0
Arc,ENSMUSG00000022602,521,556
Jrk,ENSMUSG00000046380,32,52
4933427E11Rik,ENSMUSG00000044276,0,0
Psca,ENSMUSG00000022598,0,1
Gm28976,ENSMUSG00000101983,0,0
Them6,ENSMUSG00000056665,80,105
Slurp1,ENSMUSG00000022596,0,0
Lypd2,ENSMUSG00000022595,1,6
Slurp2,ENSMUSG00000075605,1,0
Lynx1,ENSMUSG00000022594,1151,1620
Ly6d,ENSMUSG00000034634,0,0
Ly6g6g,ENSMUSG00000101026,0,0
Gm17189,ENSMUSG00000091709,0,0
Ly6k,ENSMUSG00000044678,0,7
Gml,ENSMUSG00000068349,0,0
Gml2,ENSMUSG00000068600,0,0
Cyp11b1,ENSMUSG00000075604,0,3
Cyp11b2,ENSMUSG00000022589,0,0
Ly6m,ENSMUSG00000063522,2,0
Gm6610,ENSMUSG00000100880,0,0
Gm29126,ENSMUSG00000099600,0,0
Ly6e,ENSMUSG00000022587,1903,2420
Ly6i,ENSMUSG00000022586,0,0
Gm8000,ENSMUSG00000101132,5,0
Gm37042,ENSMUSG00000103457,0,0
Ly6a,ENSMUSG00000075602,433,453
Gm28068,ENSMUSG00000100287,0,0
Gm28069,ENSMUSG00000101082,0,0
Ly6c1,ENSMUSG00000079018,448,587
Gm5960,ENSMUSG00000099775,0,0
Gm28502,ENSMUSG00000099452,0,4
Ly6c2,ENSMUSG00000022584,1,0
Ly6a2,ENSMUSG00000102051,0,0
Ly6g,ENSMUSG00000022582,0,0
Gm28117,ENSMUSG00000101140,0,0
Ly6g2,ENSMUSG00000047728,0,0
Gm10238,ENSMUSG00000068348,0,0
Gm28115,ENSMUSG00000100462,0,0
Ly6f,ENSMUSG00000022583,0,0
Gm28116,ENSMUSG00000099467,0,0
Gm3454,ENSMUSG00000101289,0,0
Gm28113,ENSMUSG00000099414,0,0
Gm29517,ENSMUSG00000101075,0,0
Gm28114,ENSMUSG00000100375,0,0
Gm3142,ENSMUSG00000102028,0,0
9030619P08Rik,ENSMUSG00000053168,0,0
Ly6l,ENSMUSG00000093626,0,0
Ly6h,ENSMUSG00000022577,701,1191
Gpihbp1,ENSMUSG00000022579,0,0
Zfp41,ENSMUSG00000047003,8,26
2810039B14Rik,ENSMUSG00000099034,3,0
Top1mt,ENSMUSG00000000934,66,145
Gm15945,ENSMUSG00000085523,0,0
Rhpn1,ENSMUSG00000022580,59,98
Mafa,ENSMUSG00000047591,0,0
Zc3h3,ENSMUSG00000075600,19,20
Gm23747,ENSMUSG00000077416,0,0
Gm9568,ENSMUSG00000098203,4,1
Gsdmd,ENSMUSG00000022575,7,32
Mroh6,ENSMUSG00000098678,0,0
Naprt,ENSMUSG00000022574,65,56
Eef1d,ENSMUSG00000055762,766,1083
Tigd5,ENSMUSG00000103906,15,17
Pycrl,ENSMUSG00000022571,154,265
Gfus,ENSMUSG00000022570,184,360
Zfp623,ENSMUSG00000050846,24,50
Zfp707,ENSMUSG00000034429,135,156
Ccdc166,ENSMUSG00000098176,41,86
Mapk15,ENSMUSG00000063704,0,4
Fam83h,ENSMUSG00000046761,13,28
Iqank1,ENSMUSG00000102018,2,17
Scrib,ENSMUSG00000022568,172,214
Mir6952,ENSMUSG00000098451,0,0
Puf60,ENSMUSG00000002524,1754,2490
Nrbp2,ENSMUSG00000075590,325,578
BC024139,ENSMUSG00000044361,1,1
Plec,ENSMUSG00000022565,675,868
Mir1942,ENSMUSG00000087899,0,0
Parp10,ENSMUSG00000063268,0,16
Grina,ENSMUSG00000022564,4012,6066
Mir6953,ENSMUSG00000098625,0,0
Spatc1,ENSMUSG00000049653,0,0
Mir3079,ENSMUSG00000093169,0,0
Smpd5,ENSMUSG00000071724,3,7
Oplah,ENSMUSG00000022562,145,289
Exosc4,ENSMUSG00000034259,312,501
Gpaa1,ENSMUSG00000022561,301,463
Rps6-ps1,ENSMUSG00000063875,1,2
Cyc1,ENSMUSG00000022551,2077,2848
Sharpin,ENSMUSG00000022552,285,311
Maf1,ENSMUSG00000022553,693,950
Hgh1,ENSMUSG00000022554,73,105
Tssk5,ENSMUSG00000060794,0,0
Mroh1,ENSMUSG00000022558,412,575
Mir6954,ENSMUSG00000099260,0,0
Bop1,ENSMUSG00000022557,379,539
Scx,ENSMUSG00000034161,14,22
Hsf1,ENSMUSG00000022556,231,347
Dgat1,ENSMUSG00000022555,124,248
Scrt1,ENSMUSG00000048385,253,386
Fbxl6,ENSMUSG00000022559,105,171
Slc52a2,ENSMUSG00000022560,92,137
Adck5,ENSMUSG00000022550,143,170
Cpsf1,ENSMUSG00000034022,236,421
Slc39a4,ENSMUSG00000063354,0,0
Tonsl,ENSMUSG00000059323,1904,2882
Cyhr1,ENSMUSG00000053929,1262,1735
Kifc2,ENSMUSG00000004187,2543,4093
Foxh1,ENSMUSG00000033837,0,0
Ppp1r16a,ENSMUSG00000033819,600,737
Gpt,ENSMUSG00000022546,127,182
Mfsd3,ENSMUSG00000019080,38,56
Recql4,ENSMUSG00000033762,13,14
Lrrc14,ENSMUSG00000033728,240,318
Lrrc24,ENSMUSG00000033707,534,739
Arhgap39,ENSMUSG00000033697,256,367
Gm17271,ENSMUSG00000090429,0,0
Zfp251,ENSMUSG00000022526,253,287
Zfp7,ENSMUSG00000033669,47,76
Commd5,ENSMUSG00000055041,167,263
Rpl8,ENSMUSG00000003970,3298,4616
Zfp647,ENSMUSG00000054967,0,2
1110038F14Rik,ENSMUSG00000063236,164,249
Mb,ENSMUSG00000018893,2,4
Apol6,ENSMUSG00000033576,0,0
Rbfox2,ENSMUSG00000033565,1159,1930
1700109K24Rik,ENSMUSG00000097267,0,0
Gm24056,ENSMUSG00000089242,0,0
Apol7a,ENSMUSG00000010601,0,0
Gm20688,ENSMUSG00000093458,0,0
Apol9a,ENSMUSG00000057346,0,2
Apol7b,ENSMUSG00000068252,0,0
4930571N24Rik,ENSMUSG00000086467,0,0
Gm6506,ENSMUSG00000082233,0,0
Apol10a,ENSMUSG00000050982,0,0
Apol11a,ENSMUSG00000091650,0,0
Apol7c,ENSMUSG00000044309,0,0
1700025B11Rik,ENSMUSG00000101113,0,0
Apol10b,ENSMUSG00000050014,0,0
Gm8221,ENSMUSG00000095704,0,0
Apol11b,ENSMUSG00000091694,1,3
Apol7e,ENSMUSG00000071716,0,0
Apol9b,ENSMUSG00000068246,0,0
Apol8,ENSMUSG00000056656,12,36
Myh9,ENSMUSG00000022443,270,369
Gm22107,ENSMUSG00000084497,4,16
Txn2,ENSMUSG00000005354,890,1321
Foxred2,ENSMUSG00000016552,90,181
Eif3d,ENSMUSG00000016554,666,1253
Gm17638,ENSMUSG00000097057,0,1
Cacng2,ENSMUSG00000019146,730,1120
A730060N03Rik,ENSMUSG00000092375,29,31
Ift27,ENSMUSG00000016637,265,360
Pvalb,ENSMUSG00000005716,341,549
Ncf4,ENSMUSG00000071715,8,3
Csf2rb2,ENSMUSG00000071714,2,0
Csf2rb,ENSMUSG00000071713,6,9
Gm26329,ENSMUSG00000070235,0,0
Tex33,ENSMUSG00000062154,0,2
Tst,ENSMUSG00000044986,269,325
Mpst,ENSMUSG00000071711,111,184
Kctd17,ENSMUSG00000033287,98,76
Tmprss6,ENSMUSG00000016942,0,4
Il2rb,ENSMUSG00000068227,0,0
C1qtnf6,ENSMUSG00000022440,21,14
Sstr3,ENSMUSG00000044933,380,450
Gm6723,ENSMUSG00000068226,0,0
Rac2,ENSMUSG00000033220,16,27
Cyth4,ENSMUSG00000018008,86,61
Elfn2,ENSMUSG00000043460,99,101
Mfng,ENSMUSG00000018169,21,41
Card10,ENSMUSG00000033170,19,34
Cdc42ep1,ENSMUSG00000049521,97,117
Lgals2,ENSMUSG00000043501,0,0
Gm26634,ENSMUSG00000097085,0,0
Gga1,ENSMUSG00000033128,452,625
Mir6955,ENSMUSG00000099267,0,0
Sh3bp1,ENSMUSG00000022436,1582,2552
1700027A07Rik,ENSMUSG00000084864,1,4
Lgals1,ENSMUSG00000068220,419,600
Nol12,ENSMUSG00000033099,369,443
Triobp,ENSMUSG00000033088,41,60
Mir6956,ENSMUSG00000099180,0,0
H1f0,ENSMUSG00000096210,804,1285
Gcat,ENSMUSG00000006378,110,143
Ankrd54,ENSMUSG00000033055,123,216
Eif3l,ENSMUSG00000033047,554,900
Gm25072,ENSMUSG00000092974,0,0
Micall1,ENSMUSG00000033039,149,146
1700088E04Rik,ENSMUSG00000033029,85,120
Polr2f,ENSMUSG00000033020,861,1290
Sox10,ENSMUSG00000033006,108,148
Gm10863,ENSMUSG00000075555,0,0
Pick1,ENSMUSG00000068206,617,836
Slc16a8,ENSMUSG00000032988,2,1
Lgals1-ps2,ENSMUSG00000091135,0,0
Baiap2l2,ENSMUSG00000018126,61,119
Pla2g6,ENSMUSG00000042632,99,153
Gm20420,ENSMUSG00000092494,0,0
Maff,ENSMUSG00000042622,5,3
Tmem184b,ENSMUSG00000009035,612,757
Mir1943,ENSMUSG00000088901,0,0
Csnk1e,ENSMUSG00000022433,1274,1963
Gm16059,ENSMUSG00000085802,0,0
Kcnj4,ENSMUSG00000044216,1313,1756
Kdelr3,ENSMUSG00000010830,0,13
Ddx17,ENSMUSG00000055065,1330,1732
Dmc1,ENSMUSG00000022429,3,0
Fam227a,ENSMUSG00000042564,39,51
Cby1,ENSMUSG00000022428,294,357
Tomm22,ENSMUSG00000022427,771,1156
Josd1,ENSMUSG00000022426,680,1036
Gtpbp1,ENSMUSG00000042535,317,440
Sun2,ENSMUSG00000042524,506,662
Gm16575,ENSMUSG00000089796,0,0
Gm16576,ENSMUSG00000087543,2,3
Dnal4,ENSMUSG00000022420,468,705
Nptxr,ENSMUSG00000022421,6768,9813
Npcd,ENSMUSG00000089837,0,0
Cbx6,ENSMUSG00000089715,3478,4870
Apobec3,ENSMUSG00000009585,23,44
Cbx7,ENSMUSG00000053411,372,484
Pdgfb,ENSMUSG00000000489,287,362
Mir7213,ENSMUSG00000099222,0,0
Rpl3,ENSMUSG00000060036,3405,4950
Snord83b,ENSMUSG00000077734,0,0
Gm24204,ENSMUSG00000064884,0,0
Syngr1,ENSMUSG00000022415,3214,4472
Tab1,ENSMUSG00000022414,129,206
Mgat3,ENSMUSG00000042428,1230,1773
Mief1,ENSMUSG00000022412,230,306
Atf4,ENSMUSG00000042406,1749,2601
Rps19bp1,ENSMUSG00000051518,345,409
Cacna1i,ENSMUSG00000022416,343,597
Enthd1,ENSMUSG00000050439,0,0
Gm23220,ENSMUSG00000088740,0,0
Grap2,ENSMUSG00000042351,0,0
Mir6957,ENSMUSG00000098631,0,0
Fam83f,ENSMUSG00000022408,1,8
Tnrc6b,ENSMUSG00000047888,1153,1561
Mir5113,ENSMUSG00000092868,0,0
Adsl,ENSMUSG00000022407,165,211
Gm6612,ENSMUSG00000058357,11,21
Sgsm3,ENSMUSG00000042303,241,421
Mrtfa,ENSMUSG00000042292,303,472
Gm25131,ENSMUSG00000064587,0,0
4930483J18Rik,ENSMUSG00000047938,0,0
Mchr1,ENSMUSG00000050164,237,319
Slc25a17,ENSMUSG00000022404,260,363
St13,ENSMUSG00000022403,1272,1477
Xpnpep3,ENSMUSG00000022401,122,143
Dnajb7,ENSMUSG00000047108,0,0
Gm17025,ENSMUSG00000091492,0,0
Rbx1,ENSMUSG00000022400,1573,2405
Gm5218,ENSMUSG00000091198,0,1
1110025M09Rik,ENSMUSG00000103520,3,19
Ep300,ENSMUSG00000055024,568,605
Gm22067,ENSMUSG00000084739,0,0
L3mbtl2,ENSMUSG00000022394,243,338
Gm18284,ENSMUSG00000092325,1,2
Chadl,ENSMUSG00000063765,147,121
Rangap1,ENSMUSG00000022391,3241,4812
Zc3h7b,ENSMUSG00000022390,849,1192
Gm17597,ENSMUSG00000097613,7,19
Tef,ENSMUSG00000022389,2478,3166
Gm8444,ENSMUSG00000069439,2,3
Tob2,ENSMUSG00000048546,335,432
Phf5a,ENSMUSG00000061360,313,440
Aco2,ENSMUSG00000022477,3131,4189
Polr3h,ENSMUSG00000022476,374,692
Csdc2,ENSMUSG00000042109,764,1002
Pmm1,ENSMUSG00000022474,1145,1832
Gm5805,ENSMUSG00000061848,4,20
Ndufb11b,ENSMUSG00000061633,0,0
Xrcc6,ENSMUSG00000022471,101,150
Desi1,ENSMUSG00000022472,975,1141
Snu13,ENSMUSG00000063480,66,127
4930407I10Rik,ENSMUSG00000075524,0,0
Mei1,ENSMUSG00000068117,29,32
Ccdc134,ENSMUSG00000068114,66,49
Srebf2,ENSMUSG00000022463,808,1289
Mir33,ENSMUSG00000065465,0,0
Shisa8,ENSMUSG00000096883,14,43
Tnfrsf13c,ENSMUSG00000068105,1,3
Cenpm,ENSMUSG00000068101,57,86
Smim45,ENSMUSG00000068099,1400,1911
Septin3,ENSMUSG00000022456,4026,5742
Wbp2nl,ENSMUSG00000022455,0,0
Naga,ENSMUSG00000022453,72,147
Pheta2,ENSMUSG00000049687,4,7
Smdt1,ENSMUSG00000022452,2235,3373
n-R5s41,ENSMUSG00000064959,0,0
Ndufa6,ENSMUSG00000022450,2417,3777
Cyp2d22,ENSMUSG00000061740,134,147
Cyp2d11,ENSMUSG00000068085,0,0
Cyp2d10,ENSMUSG00000094806,0,0
Cyp2d9,ENSMUSG00000068086,0,0
Tdg-ps,ENSMUSG00000047347,0,0
Cyp2d12,ENSMUSG00000096852,0,0
Cyp2d34,ENSMUSG00000094559,0,0
Cyp2d37-ps,ENSMUSG00000075517,0,0
Cyp2d40,ENSMUSG00000068083,0,0
Cyp2d41-ps,ENSMUSG00000058613,0,0
Cyp2d26,ENSMUSG00000022445,0,0
Tcf20,ENSMUSG00000041852,585,786
Gm20324,ENSMUSG00000100199,0,0
Mir3080,ENSMUSG00000092751,0,0
Gm29019,ENSMUSG00000100552,2,9
Nfam1,ENSMUSG00000058099,14,12
Serhl,ENSMUSG00000058586,37,64
Gm17206,ENSMUSG00000090964,0,0
Rrp7a,ENSMUSG00000018040,349,555
Poldip3,ENSMUSG00000041815,566,914
Rnu12,ENSMUSG00000065176,0,0
Cyb5r3,ENSMUSG00000018042,643,784
A4galt,ENSMUSG00000047878,19,4
Arfgap3,ENSMUSG00000054277,147,272
1700001L05Rik,ENSMUSG00000075511,9,5
Pacsin2,ENSMUSG00000016664,346,394
Gm5417,ENSMUSG00000049414,0,0
Ttll1,ENSMUSG00000022442,360,380
Bik,ENSMUSG00000016758,0,0
Mcat,ENSMUSG00000048755,184,241
Tspo,ENSMUSG00000041736,48,42
Ttll12,ENSMUSG00000016757,116,152
Scube1,ENSMUSG00000016763,776,845
Mpped1,ENSMUSG00000041708,2263,3216
Efcab6,ENSMUSG00000022441,40,67
Rpl31-ps22,ENSMUSG00000081925,0,0
Sult4a1,ENSMUSG00000018865,4580,6845
Pnpla5,ENSMUSG00000018868,0,0
Pnpla3,ENSMUSG00000041653,22,92
Mir6392,ENSMUSG00000098882,0,0
Samm50,ENSMUSG00000022437,594,952
Parvb,ENSMUSG00000022438,98,156
Gm22890,ENSMUSG00000089267,0,0
Parvg,ENSMUSG00000022439,35,66
Shisal1,ENSMUSG00000062760,932,997
Rtl6,ENSMUSG00000055745,544,759
Prr5,ENSMUSG00000036106,12,42
Arhgap8,ENSMUSG00000078954,1,0
Phf21b,ENSMUSG00000016624,118,86
Gm4217,ENSMUSG00000097954,0,1
Gm29666,ENSMUSG00000100967,67,50
Nup50,ENSMUSG00000016619,317,357
5031439G07Rik,ENSMUSG00000036046,813,981
Mir1249,ENSMUSG00000080441,0,0
Upk3a,ENSMUSG00000022435,0,2
Fam118a,ENSMUSG00000022434,233,326
Smc1b,ENSMUSG00000022432,0,0
Gm10923,ENSMUSG00000078289,5,4
Ribc2,ENSMUSG00000022431,0,0
Fbln1,ENSMUSG00000006369,64,44
Atxn10,ENSMUSG00000016541,3122,4504
Gm23517,ENSMUSG00000064764,0,0
7530416G11Rik,ENSMUSG00000096607,0,0
Gm4825,ENSMUSG00000063548,5,1
Wnt7b,ENSMUSG00000022382,256,408
AU022754,ENSMUSG00000097209,14,18
Mirlet7c-2,ENSMUSG00000065608,0,0
Mirlet7b,ENSMUSG00000065564,17,9
Ppara,ENSMUSG00000022383,24,21
Cdpf1,ENSMUSG00000064284,145,194
Pkdrej,ENSMUSG00000052496,12,26
Ttc38,ENSMUSG00000035944,114,159
Gtse1,ENSMUSG00000022385,0,1
Trmu,ENSMUSG00000022386,86,178
Celsr1,ENSMUSG00000016028,56,68
Gramd4,ENSMUSG00000035900,360,446
Gm15722,ENSMUSG00000089680,0,0
Cerk,ENSMUSG00000035891,438,643
Gm15569,ENSMUSG00000086424,0,0
Gm22818,ENSMUSG00000088071,0,0
Tbc1d22a,ENSMUSG00000051864,279,431
Tafa5,ENSMUSG00000054863,1388,1802
Mir6393,ENSMUSG00000098938,0,0
Zdhhc25,ENSMUSG00000054117,0,0
Brd1,ENSMUSG00000022387,243,377
Zbed4,ENSMUSG00000034333,13,18
Alg12,ENSMUSG00000035845,67,88
Creld2,ENSMUSG00000023272,223,236
Pim3,ENSMUSG00000035828,212,249
Gm20621,ENSMUSG00000093394,3,7
Ttll8,ENSMUSG00000022388,0,4
Mlc1,ENSMUSG00000035805,1628,2338
Mov10l1,ENSMUSG00000015365,0,0
Gm23737,ENSMUSG00000064481,0,0
Panx2,ENSMUSG00000058441,917,1389
1810021B22Rik,ENSMUSG00000087331,9,6
Trabd,ENSMUSG00000015363,124,136
Selenoo,ENSMUSG00000035757,173,266
Tubgcp6,ENSMUSG00000051786,138,224
Hdac10,ENSMUSG00000062906,47,89
Mapk12,ENSMUSG00000022610,38,58
Mapk11,ENSMUSG00000053137,221,358
Plxnb2,ENSMUSG00000036606,323,434
Dennd6b,ENSMUSG00000015377,369,611
Mir6958,ENSMUSG00000098663,0,0
Ppp6r2,ENSMUSG00000036561,35,93
Sbf1,ENSMUSG00000036529,487,667
Mir6959,ENSMUSG00000098442,0,0
Adm2,ENSMUSG00000054136,0,0
Miox,ENSMUSG00000022613,0,0
Lmf2,ENSMUSG00000022614,106,109
Ncaph2,ENSMUSG00000008690,682,1159
Sco2,ENSMUSG00000091780,148,293
Tymp,ENSMUSG00000022615,0,0
Odf3b,ENSMUSG00000047394,6,0
Klhdc7b,ENSMUSG00000091680,0,0
Syce3,ENSMUSG00000078938,5,1
Chkb,ENSMUSG00000022617,216,393
Cpt1b,ENSMUSG00000078937,0,0
C730034F03Rik,ENSMUSG00000079242,82,97
Mapk8ip2,ENSMUSG00000022619,3170,4332
Arsa,ENSMUSG00000022620,262,554
C230037L18Rik,ENSMUSG00000084915,32,48
Shank3,ENSMUSG00000022623,368,545
Gm15609,ENSMUSG00000086602,1,0
Acr,ENSMUSG00000022622,2,13
Rabl2,ENSMUSG00000022621,186,256
Syt10,ENSMUSG00000063260,31,26
Alg10b,ENSMUSG00000075470,35,55
Mir7648,ENSMUSG00000099319,0,0
Cpne8,ENSMUSG00000052560,172,190
Gm6746,ENSMUSG00000078847,0,0
Rpl31-ps8,ENSMUSG00000067870,8,0
Tcea1-ps1,ENSMUSG00000067869,0,2
Kif21a,ENSMUSG00000022629,1718,2524
Abcd2,ENSMUSG00000055782,240,278
CN725425,ENSMUSG00000078932,0,0
Slc2a13,ENSMUSG00000036298,527,901
Gm15383,ENSMUSG00000084240,0,0
Gm15381,ENSMUSG00000081771,1,0
4933438A12Rik,ENSMUSG00000086160,0,0
Lrrk2,ENSMUSG00000036273,274,310
Gm15382,ENSMUSG00000083083,0,0
Smgc,ENSMUSG00000047295,0,0
Cntn1,ENSMUSG00000055022,4778,6766
Gm26760,ENSMUSG00000097068,8,13
Pdzrn4,ENSMUSG00000036218,303,522
Gm4335,ENSMUSG00000097989,3,13
Gxylt1,ENSMUSG00000036197,130,225
Yaf2,ENSMUSG00000022634,895,1105
Gm26371,ENSMUSG00000088454,0,0
Zcrb1,ENSMUSG00000022635,1156,1594
Pphln1,ENSMUSG00000036167,252,341
Prickle1,ENSMUSG00000036158,444,637
Adamts20,ENSMUSG00000022449,40,53
Pus7l,ENSMUSG00000033356,22,16
Irak4,ENSMUSG00000059883,20,29
Twf1,ENSMUSG00000022451,417,621
Tmem117,ENSMUSG00000063296,38,74
Gm23129,ENSMUSG00000077447,0,0
1700129L04Rik,ENSMUSG00000100603,0,0
Nell2,ENSMUSG00000022454,3130,4074
Gm24668,ENSMUSG00000089560,0,0
Dbx2,ENSMUSG00000045608,179,192
Gm8849,ENSMUSG00000043329,0,0
A130051J06Rik,ENSMUSG00000097643,1,5
Ano6,ENSMUSG00000064210,273,349
Gm17546,ENSMUSG00000078648,0,2
D030018L15Rik,ENSMUSG00000078925,0,0
2610037D02Rik,ENSMUSG00000097536,68,101
4833422M21Rik,ENSMUSG00000097619,0,0
Arid2,ENSMUSG00000033237,351,502
Scaf11,ENSMUSG00000033228,448,741
Slc38a1,ENSMUSG00000023169,1129,1385
Gm22045,ENSMUSG00000064928,0,0
Slc38a2,ENSMUSG00000022462,827,1012
Gm38144,ENSMUSG00000102385,0,0
Gm8888,ENSMUSG00000095638,0,0
Slc38a4,ENSMUSG00000022464,30,31
Amigo2,ENSMUSG00000048218,23,40
Pced1b,ENSMUSG00000044250,11,24
Rpap3,ENSMUSG00000022466,187,268
Endou,ENSMUSG00000022468,102,167
Rapgef3,ENSMUSG00000022469,203,346
Rapgef3os1,ENSMUSG00000086601,0,0
Rapgef3os2,ENSMUSG00000087397,3,1
Slc48a1,ENSMUSG00000081534,1099,1503
Hdac7,ENSMUSG00000022475,124,279
Vdr,ENSMUSG00000022479,42,37
Tmem106c,ENSMUSG00000052369,79,130
Col2a1,ENSMUSG00000022483,6,0
Senp1,ENSMUSG00000033075,87,116
Gm25668,ENSMUSG00000088325,0,0
Pfkm,ENSMUSG00000033065,2263,3097
Gm26513,ENSMUSG00000097150,4,0
Asb8,ENSMUSG00000048175,290,513
Ccdc184,ENSMUSG00000029875,307,316
Or10ad1c,ENSMUSG00000075427,0,0
Or10ad1,ENSMUSG00000090129,40,44
Or10ad1b,ENSMUSG00000059460,0,0
H1f7,ENSMUSG00000048077,0,0
Zfp641,ENSMUSG00000022987,71,77
Or8s16,ENSMUSG00000062037,0,0
Or8s5,ENSMUSG00000051793,0,0
Or8s2,ENSMUSG00000056184,0,0
1700031M16Rik,ENSMUSG00000099353,0,0
Or8s10,ENSMUSG00000063780,0,0
Or8s8,ENSMUSG00000032987,0,0
Lalba,ENSMUSG00000022991,0,0
Or11m3,ENSMUSG00000054036,0,0
Kansl2,ENSMUSG00000022992,59,75
Snora2b,ENSMUSG00000065939,0,0
Ccnt1,ENSMUSG00000011960,718,922
9330020H09Rik,ENSMUSG00000091050,13,44
Tex49,ENSMUSG00000022993,2,0
Gm29331,ENSMUSG00000100220,0,0
Adcy6,ENSMUSG00000022994,233,412
Cacnb3,ENSMUSG00000003352,1842,2505
Ddx23,ENSMUSG00000003360,112,214
Rnd1,ENSMUSG00000054855,61,94
Ccdc65,ENSMUSG00000003354,47,92
Fkbp11,ENSMUSG00000003355,6,2
Arf3,ENSMUSG00000051853,7393,10245
Wnt10b,ENSMUSG00000022996,2,2
Wnt1,ENSMUSG00000022997,0,0
Ddn,ENSMUSG00000059213,4429,6135
B130046B21Rik,ENSMUSG00000097414,44,64
Prkag1,ENSMUSG00000067713,368,536
Kmt2d,ENSMUSG00000048154,371,649
Rhebl1,ENSMUSG00000023755,60,138
Dhh,ENSMUSG00000023000,0,5
Lmbr1l,ENSMUSG00000022999,34,48
Tuba1b,ENSMUSG00000023004,7814,12193
Tuba1a,ENSMUSG00000072235,17288,24378
4930578M01Rik,ENSMUSG00000097587,6,9
Gm8973,ENSMUSG00000064081,1,1
Tuba1c,ENSMUSG00000043091,6,10
Prph,ENSMUSG00000023484,0,3
Troap,ENSMUSG00000032783,0,0
Mir6960,ENSMUSG00000098698,0,0
C1ql4,ENSMUSG00000001076,0,0
Dnajc22,ENSMUSG00000038009,0,0
Spats2,ENSMUSG00000051934,185,269
Gm25183,ENSMUSG00000088377,0,0
Kcnh3,ENSMUSG00000037579,1504,2182
Mcrs1,ENSMUSG00000037570,370,500
1700120C14Rik,ENSMUSG00000100599,24,26
Gm25999,ENSMUSG00000093139,0,0
Fam186b,ENSMUSG00000078907,4,27
Prpf40b,ENSMUSG00000023007,420,730
Fmnl3,ENSMUSG00000023008,54,107
Tmbim6,ENSMUSG00000023010,2360,3052
Nckap5l,ENSMUSG00000023009,59,135
Nckap5los,ENSMUSG00000089968,0,0
Bcdin3d,ENSMUSG00000037525,51,77
Faim2,ENSMUSG00000023011,2891,4502
Gm5808,ENSMUSG00000096448,0,0
Aqp2,ENSMUSG00000023013,4,5
Aqp5,ENSMUSG00000044217,0,2
Aqp6,ENSMUSG00000043144,1,0
Racgap1,ENSMUSG00000023015,76,133
Asic1,ENSMUSG00000023017,260,382
ENSMUSG00000091604,ENSMUSG00000091604,0,0
Smarcd1,ENSMUSG00000023018,1704,2166
Gm16537,ENSMUSG00000089671,4,0
Gpd1,ENSMUSG00000023019,446,632
Cox14,ENSMUSG00000023020,1047,1368
Cers5,ENSMUSG00000023021,382,567
Gm17058,ENSMUSG00000090406,0,0
Lima1,ENSMUSG00000023022,74,103
Gm25897,ENSMUSG00000065643,0,0
Gm4468,ENSMUSG00000092014,4,0
Gm17057,ENSMUSG00000090500,0,0
Uqcrh-ps1,ENSMUSG00000037438,3,4
Fam186a,ENSMUSG00000045350,0,0
Gm21917,ENSMUSG00000096111,0,1
Larp4,ENSMUSG00000023025,295,387
2310068J16Rik,ENSMUSG00000100084,6,1
Dip2b,ENSMUSG00000023026,667,869
Atf1,ENSMUSG00000023027,123,139
Tmprss12,ENSMUSG00000045631,0,0
Mettl7a1,ENSMUSG00000054619,277,335
Mettl7a3,ENSMUSG00000058057,1,2
Methig1,ENSMUSG00000093789,0,0
Mettl7a2,ENSMUSG00000056487,1,1
Higd1c,ENSMUSG00000093550,0,0
Slc11a2,ENSMUSG00000023030,157,322
Gm5475,ENSMUSG00000087444,0,0
5330439K02Rik,ENSMUSG00000097827,15,43
Letmd1,ENSMUSG00000037353,411,581
Csrnp2,ENSMUSG00000044636,272,360
Tfcp2,ENSMUSG00000009733,140,214
Pou6f1,ENSMUSG00000009739,668,947
Gm27209,ENSMUSG00000098620,0,0
C330013E15Rik,ENSMUSG00000097093,4,17
Dazap2,ENSMUSG00000000346,1254,1883
Smagp,ENSMUSG00000053559,3,8
Bin2,ENSMUSG00000098112,43,43
Mir6961,ENSMUSG00000098527,0,0
Cela1,ENSMUSG00000023031,18,41
Galnt6,ENSMUSG00000037280,45,62
Galnt6os,ENSMUSG00000090062,0,0
Slc4a8,ENSMUSG00000023032,658,858
Scn8a,ENSMUSG00000023033,2773,3497
Fignl2,ENSMUSG00000095440,7,15
Ankrd33,ENSMUSG00000047034,0,0
Acvrl1,ENSMUSG00000000530,108,114
Gm16031,ENSMUSG00000087690,0,0
Acvr1b,ENSMUSG00000000532,608,923
A330009N23Rik,ENSMUSG00000097915,153,289
Tamalin,ENSMUSG00000000531,474,603
Nr4a1,ENSMUSG00000023034,505,890
Atg101,ENSMUSG00000037204,379,612
Smim41,ENSMUSG00000075408,3,3
Krt80,ENSMUSG00000037185,0,0
Mir1941,ENSMUSG00000088459,0,0
Krt7,ENSMUSG00000023039,0,0
Krt87,ENSMUSG00000047641,0,0
Krt88,ENSMUSG00000063971,0,0
Krt81,ENSMUSG00000067615,0,0
